CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,HasBalance,ActiveBalance,InactiveHighBalance,LogCustomerValue,Geography_Germany,Geography_Spain,Gender_Male,AgeGroup_30_39,AgeGroup_40_49,AgeGroup_50_59,AgeGroup_60_plus
-0.32622142203674587,0.29351742289674687,-1.041759679225311,-1.225847671409028,-0.9115834940401768,0.646091668153197,0.9702425509371356,0.021886493995386145,1,-1.3284284494937562,-0.6669373482158371,-0.6710635762897359,-1.3257375958272621,-0.5787359118286176,-0.5738091541336191,-1.0959875190286648,-0.8767322032456628,1.6791991251970815,-0.3084968378792425,-0.23562761201347085
-0.4400359548576653,0.19816383219544517,-1.3875375865624429,0.11735002143511067,-0.9115834940401768,-1.5477679860172513,0.9702425509371356,0.21653375188734028,0,0.75276918405435,0.7631979286480742,-0.6710635762897359,0.6506908935218662,-0.5787359118286176,1.7427397119690013,-1.0959875190286648,-0.8767322032456628,1.6791991251970815,-0.3084968378792425,-0.23562761201347085
-1.5367941802228888,0.29351742289674687,1.0329077647974803,1.3330533457228906,2.5270566192762205,0.646091668153197,-1.0306701134001208,0.24068690006348817,1,0.75276918405435,-0.6669373482158371,1.490171774079784,0.9545967624596179,-0.5787359118286176,-0.5738091541336191,-1.0959875190286648,-0.8767322032456628,1.6791991251970815,-0.3084968378792425,-0.23562761201347085
0.5015206348426682,0.007456650792841798,-1.3875375865624429,-1.225847671409028,0.8077365626180216,-1.5477679860172513,-1.0306701134001208,-0.10891791702847124,0,-1.3284284494937562,-0.6669373482158371,-0.6710635762897359,-1.3257375958272621,-0.5787359118286176,-0.5738091541336191,-1.0959875190286648,1.1405991433849465,-0.5955219872346192,-0.3084968378792425,-0.23562761201347085
2.063883767202562,0.38887101359804854,-1.041759679225311,0.7857278997960593,-0.9115834940401768,0.646091668153197,0.9702425509371356,-0.3652757825144027,0,0.75276918405435,1.4748361239873256,-0.6710635762897359,0.7211021580661647,-0.5787359118286176,1.7427397119690013,-1.0959875190286648,-0.8767322032456628,1.6791991251970815,-0.3084968378792425,-0.23562761201347085
-0.0572052535509363,0.4842246042993502,1.0329077647974803,0.5973285944410416,0.8077365626180216,0.646091668153197,-1.0306701134001208,0.8636502870218095,1,0.75276918405435,-0.6669373482158371,1.490171774079784,0.824803645626633,-0.5787359118286176,1.7427397119690013,0.9124191495230389,-0.8767322032456628,1.6791991251970815,-0.3084968378792425,-0.23562761201347085
1.7741740472947671,1.0563461485071604,0.6871298574603484,-1.225847671409028,0.8077365626180216,0.646091668153197,0.9702425509371356,-1.5654872211931183,0,-1.3284284494937562,-0.6669373482158371,-0.6710635762897359,-1.3257375958272621,-0.5787359118286176,-0.5738091541336191,0.9124191495230389,-0.8767322032456628,-0.5955219872346192,3.241524311479129,-0.23562761201347085
-2.840487919807966,-0.9460792562201751,-0.3502038645510472,0.6180189508533648,4.246376675934419,0.646091668153197,-1.0306701134001208,0.3348537298101205,1,0.75276918405435,-0.6669373482158371,1.490171774079784,0.9476175624105598,1.7279038324066063,-0.5738091541336191,-1.0959875190286648,-0.8767322032456628,-0.5955219872346192,-0.3084968378792425,-0.23562761201347085
-1.5471409559338816,0.4842246042993502,-0.3502038645510472,1.050820286584903,0.8077365626180216,-1.5477679860172513,0.9702425509371356,-0.437328846094908,0,0.75276918405435,1.7570864405226518,-0.6710635762897359,0.8635312762341769,-0.5787359118286176,-0.5738091541336191,0.9124191495230389,-0.8767322032456628,1.6791991251970815,-0.3084968378792425,-0.23562761201347085
0.34631899917777803,-1.1367864376227785,-1.041759679225311,0.931463361993678,-0.9115834940401768,0.646091668153197,0.9702425509371356,-0.4932304840924708,0,0.75276918405435,1.6300042177751892,-0.6710635762897359,0.7332965127510394,-0.5787359118286176,-0.5738091541336191,0.9124191495230389,-0.8767322032456628,-0.5955219872346192,-0.3084968378792425,-0.23562761201347085
